-0.23968000,-0.30736271,-0.23449675,-0.07474103,-0.36083035,-0.31594495,-0.15304201,-0.30695730,-0.16240494,-0.17786373,-0.22454659,-0.04697609,-0.23341073,-0.11540982,-0.15028747,-0.14152591,-0.29190974,-0.05793954,-0.11048993,-0.15870630,-0.30485905,-0.12215646,-0.11841355,-0.34396567,-0.04915648,-0.31816456,-0.23104190,-0.22494442,-0.14168708,-0.33025451,-0.16257809,-0.39182307,-0.03511722,-0.23520150,-0.17722785,-0.00470944,-0.33896039,-0.11983587,-0.31531339,-0.14020769,-0.12127650,-0.20407821,-0.23645166,-0.12390848,-0.21114754,-0.14691496,-0.27391715,-0.29198406,0.03157467,-0.28120334,-0.22882655,-0.16139030,-0.07517193,-0.21657595,-0.26111513,-0.20344605,-0.11470768,-0.18535817,-0.17438498,-0.24103142,-0.19609895,-0.24249066,-0.06113110,-0.07286835
-0.25661334,-0.40035720,-0.31366790,-0.30410968,-0.07649051,-0.27055826,-0.26559333,-0.29650567,-0.15607675,-0.04622950,-0.28548512,-0.19089485,-0.32780185,-0.11156976,-0.18691864,-0.18031465,-0.18543863,-0.13113428,-0.16574821,-0.31649481,-0.18561300,-0.29350783,-0.15252869,-0.21068659,-0.19228532,-0.20090595,-0.15072503,-0.22858840,-0.28971889,-0.36108209,-0.20582915,-0.24113508,-0.26775663,-0.20402289,-0.24828569,-0.32251796,-0.17610257,-0.05555966,-0.34267041,-0.22351434,-0.11576018,-0.38884659,-0.11287923,-0.35167712,-0.13253024,-0.02026412,-0.36223778,-0.13042641,-0.30913765,-0.25064557,-0.18045411,-0.28763787,-0.34912646,-0.13117743,-0.23954686,-0.20175879,-0.22716384,-0.23520872,-0.12214761,-0.12526038,-0.20452491,-0.32415548,-0.12042752,-0.28872402
-0.14759008,-0.22456266,-0.16949895,-0.21180795,-0.25219463,-0.16055728,-0.15600404,-0.19819208,-0.34529460,-0.01365684,-0.45947753,-0.23986391,-0.40461465,-0.26734134,-0.31633237,-0.23541365,-0.22282554,-0.15923891,-0.13511092,-0.20935211,-0.14687788,-0.31814947,-0.16290276,-0.37990186,-0.15883461,-0.19887260,-0.19967704,-0.20818612,-0.39547411,-0.27048840,-0.26006201,-0.14416073,-0.22580475,-0.26667250,-0.08694742,-0.38006720,-0.13882157,-0.39521797,-0.21073285,-0.32957903,-0.21657271,-0.18254346,-0.37914144,-0.14099877,-0.29808300,-0.28263662,-0.34112007,-0.21901262,-0.21968420,-0.39878299,-0.27402677,-0.12975375,-0.21079989,-0.36116481,-0.22471283,-0.29122538,-0.16937547,-0.17000434,-0.22438984,-0.21752810,-0.18582116,-0.28790810,-0.12382415,-0.18593885
-0.32931166,-0.11453965,-0.33252423,-0.23875388,-0.07817883,-0.16211909,-0.31149399,-0.23267117,-0.26369688,-0.33841247,-0.25110845,-0.20136139,-0.27984792,-0.18228159,-0.21982396,-0.43274616,-0.28150672,-0.30240773,-0.27488532,-0.22232788,-0.07010943,-0.13444484,-0.19953151,-0.14430359,-0.24978518,-0.05450276,-0.26957891,-0.26631192,-0.29028305,-0.21343062,-0.18047455,-0.31350962,-0.28323095,-0.21627307,-0.30797069,-0.31999900,-0.12981330,-0.27225318,-0.38412166,-0.23887824,-0.21363565,-0.25537686,-0.16936029,-0.09726239,-0.22563402,-0.27845208,-0.19932691,-0.29647538,-0.23334988,-0.24685637,-0.06259405,-0.31247010,-0.26449331,-0.15468454,-0.31995221,-0.24948401,-0.15466970,-0.18737065,-0.28283888,-0.30921727,-0.27936496,-0.38232162,0.00762569,-0.22376209
-0.02749225,-0.17257970,-0.22812209,-0.21122385,-0.20160533,-0.20102912,-0.30287110,-0.21163485,-0.16389489,-0.30133509,-0.22943670,-0.34092578,-0.27495481,-0.21764678,-0.23784387,-0.13349048,-0.27517740,-0.36162307,-0.19733565,-0.38134827,-0.25406895,-0.28669840,-0.12789952,-0.42732453,-0.21816164,-0.25882370,-0.29427394,-0.20763150,-0.27310223,-0.11976706,-0.23289087,-0.23525385,-0.24525277,-0.18722300,-0.32249472,-0.06458271,-0.23523972,-0.20979283,-0.17311019,-0.27378963,-0.04507657,-0.52794971,0.00161138,-0.32152906,-0.16735388,-0.28470980,-0.16587201,-0.31944662,-0.30849418,-0.11170128,-0.19357533,-0.28172860,-0.19595321,-0.33779863,-0.25753702,-0.10732624,-0.38657313,-0.11042046,-0.27066606,-0.05523434,-0.27326768,-0.13364002,-0.08657320,-0.20540121
-0.37965638,-0.31800634,-0.17901497,-0.43824128,-0.14143241,-0.20312889,-0.38112583,-0.08432410,-0.20362777,-0.12835892,-0.19798516,-0.23639022,-0.09535204,-0.32812215,-0.16828902,-0.08374231,-0.23441955,0.05199954,-0.28843867,-0.05813227,-0.37753027,-0.29016975,-0.32477326,-0.18952961,-0.32174097,-0.31890184,-0.25385242,-0.28780421,-0.24105136,-0.18165834,-0.19310113,-0.06254421,-0.09035320,-0.18139108,-0.27374792,-0.18623556,-0.08448282,-0.14845741,-0.33440059,-0.13502393,-0.31533033,-0.22374592,-0.26326315,-0.24227899,-0.19688045,-0.28942773,-0.19709244,-0.28954770,-0.23705853,-0.28399366,-0.40148790,-0.09422730,-0.23074033,-0.07004537,-0.09648237,-0.13627540,-0.20784635,-0.15806885,-0.30369505,-0.07440024,-0.23272504,-0.13136275,-0.06096448,-0.27712849
-0.25620150,-0.30166485,-0.30813994,-0.29966480,-0.23374912,-0.39759986,-0.10589140,-0.38294381,-0.07788185,-0.23274522,-0.06511029,-0.26421359,-0.15471850,-0.04849177,-0.13942047,-0.17557571,-0.26840876,-0.13859493,-0.27433605,-0.28606872,-0.26071431,-0.16238060,-0.36106584,-0.24224578,-0.36088988,-0.29226861,-0.27075860,-0.28271012,-0.22689039,-0.33191725,-0.23984860,-0.24181731,-0.16762136,-0.13943213,-0.10414559,-0.15168050,-0.28810947,-0.20218754,-0.24640385,-0.14695953,-0.24797473,-0.26076778,-0.21369881,-0.12796419,-0.19968636,-0.17559503,-0.36752579,-0.20830218,-0.28736541,-0.24964605,-0.18628358,-0.25161911,-0.08799720,-0.21798110,-0.41474696,0.01126657,-0.37540495,-0.23334850,-0.34973801,-0.19007296,-0.21778912,-0.12487898,-0.24700861,-0.19047827
-0.16959036,-0.08130811,-0.27539766,-0.23222004,-0.29063952,-0.15592404,-0.40089237,-0.31815263,-0.28563919,-0.28508184,-0.21601236,-0.22415891,-0.19625660,-0.33627049,-0.20567196,-0.22533137,-0.27710951,-0.15469034,-0.38558069,-0.14813749,-0.17650068,-0.28884600,-0.25212192,-0.25732804,-0.27237551,-0.13776270,-0.21043653,-0.14242020,-0.26428282,-0.11851608,-0.26175691,-0.17651990,-0.23798401,-0.29187006,-0.24484469,-0.23416246,-0.11880433,-0.06653287,-0.30994026,-0.26132231,-0.23012918,-0.29976300,-0.14378497,-0.23894994,-0.18938696,-0.38219607,-0.15283477,-0.16255415,-0.22552367,-0.13404097,-0.23137567,-0.12631628,-0.16098870,-0.27178488,-0.14516021,-0.31250972,-0.19633828,-0.28236264,-0.41622276,-0.14874279,-0.29898936,-0.31877760,-0.06475425,-0.27951364
-0.12219191,-0.17282213,-0.15271439,-0.19329502,-0.25039430,-0.25747819,-0.20915465,-0.14193510,-0.12571283,-0.30283363,-0.22514825,-0.34628765,-0.29820030,-0.25484546,-0.16965658,-0.32001783,-0.24339143,-0.14587257,-0.26061319,-0.21038047,-0.14932468,-0.24778681,-0.25135018,-0.25068720,-0.12304539,-0.25016715,-0.11059308,-0.17760114,-0.20266441,-0.16884036,-0.24346741,-0.25946657,-0.13715680,-0.24457384,-0.17887723,-0.30728391,-0.24805504,-0.24023267,-0.14111082,-0.29590181,-0.17774741,-0.30908900,-0.26417753,-0.20280013,-0.42038500,-0.06531807,-0.24248617,-0.26391289,-0.10047335,-0.30480542,-0.12953694,-0.20231487,-0.23410301,-0.15230822,-0.16752866,-0.16589321,-0.11313668,-0.21892481,-0.18102244,-0.15727006,-0.25421655,-0.21395674,-0.08659922,-0.27754027
-0.36862186,-0.35097233,-0.22272336,-0.36881478,-0.16842564,-0.12725787,-0.22497268,-0.29789887,-0.14169824,-0.14136970,-0.22366744,-0.25490671,-0.22433915,-0.41487411,-0.24188687,-0.20421100,-0.24423661,-0.07673785,-0.14197710,-0.20078423,-0.23545671,-0.13615421,-0.42396952,0.00078317,-0.35525127,-0.18210507,-0.10076034,-0.31305319,-0.24480235,-0.14506626,-0.22914303,-0.08550811,-0.25964721,-0.12129177,-0.07205599,-0.29177583,-0.07360361,-0.19699118,-0.29428946,-0.27646441,-0.12510064,-0.17158797,-0.41040695,-0.05296785,-0.30298917,-0.02376026,-0.10729437,-0.22180381,-0.31621174,-0.19287794,-0.26626255,-0.29972468,-0.13646435,-0.16954333,-0.18949112,-0.19939596,-0.22735683,-0.25639616,-0.36036538,-0.08410086,-0.21124857,-0.18894264,-0.21365952,-0.13402072
